id,created_at,favorite_count,retweet_count,text
1379372326387597313,2021-04-06 09:56:04,6,4,"Inaccurate claims about the #COVIDVaccine can circulate quickly— stop the spread of #FalseInformation. Check before you share. NHS Scotland is the best source of info about the Covid-19 vaccine. @scotgovhealth
⬇️ 
https://t.co/fuxoTHS5QJ https://t.co/p8O1gmzQOv"
1377578646144217088,2021-04-01 11:08:38,2,3,"With less than 100 days to go before the EU #SettlementScheme deadline, protect your family’s rights in the UK by applying to the EU #SettlementScheme by 30 June 2021. 

Apply now at: https://t.co/LPsPB2w9UR https://t.co/kCp8ATX7Mi"
1374744056882954247,2021-03-24 15:24:59,12,7,Read more: https://t.co/YXLGxyXA2q @DCMS
1374743842273038343,2021-03-24 15:24:08,18,14,"The UK Government is #HereForCulture, with a £1 million boost for Edinburgh Festivals, supporting 🏴󠁧󠁢󠁳󠁣󠁴󠁿  economy, tourism and arts sectors.

@edfringe @EdinburghTattoo @edfilmfest @ImaginateUK @EdSciFest @EdinburghJazz @edintfest @EdArtFest @edbookfest @edhogmanay @ScotStoryFest https://t.co/CeXYiJQDpb"
1374740847829389314,2021-03-24 15:12:14,18,10,"The UK Government is working hard to help 🏴󠁧󠁢󠁳󠁣󠁴󠁿 businesses through the pandemic. Check out our new UKG Scotland quick guide 👇, which pulls together the practical steps and info you need to apply for business support: https://t.co/GEnOBPU9Eh #DeliveringForScotland #PlanForJobs https://t.co/qBvCuU5YZc"
1374737777825255428,2021-03-24 15:00:02,9,7,The UK is the first nation in the world to have secured and approved a vaccine against COVID-19 and the UK Government is supplying it to people across the whole country. Find out more: https://t.co/HsDNbIqCjN https://t.co/Q3bC66HlqN
1374722678490300418,2021-03-24 14:00:02,10,5,"50,000 UK homes are getting an upgrade 🏠

The UK Government is saving households money, reducing carbon emissions and supporting 8,000 jobs.

Find out how ⤵
https://t.co/y9RbacncvW #TogetherForOurPlanet #PlanForJobs https://t.co/Oz4dp7cw25"
1374692472643674112,2021-03-24 12:00:00,85,36,Army medics from across the UK have deployed around Scotland to support @NHSScotland in administering the COVID-19 vaccine to members of the public. @BritishArmy https://t.co/KlAAzGhtH0
1374677381567418368,2021-03-24 11:00:02,58,27,"The UK Government is funding £9 million to help Scotland’s world-famous whisky distilleries get into the spirit of going green, cutting emissions and supporting sustainable jobs. 🌱🥃 https://t.co/akMtFt31lS"
1374652663137239040,2021-03-24 09:21:49,19,16,"The UK Government is providing security and certainty for the year ahead:

Boosting the vaccine programme.
Providing the Scottish Government with billions of pounds for public services and local communities.
Extending the furlough scheme until September

https://t.co/GulZHEBXaB https://t.co/vAuctZWGSG"
1374401805459808256,2021-03-23 16:45:00,5,4,"The UK Government is providing all COVID-19 testing and test processing outside of the NHS, including 8 drive-through sites, 37 walk-through sites, around 42 mobile units, plus the Glasgow Lighthouse Lab which has processed over 5 million tests.

https://t.co/HircmGvdYQ"
1374352732430114819,2021-03-23 13:30:00,32,11,"🤝 We have more impact when we work together.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland combines its resources and influence with the rest of the UK 🇬🇧 to play a leading role in tackling global issues.🌍 #IntegratedReview
https://t.co/DBAjCIbL6G https://t.co/1elf8C6gJA"
1374345188320026625,2021-03-23 13:00:01,15,6,"Every second, Scotland exports 3 bottles of #Scotch whisky to the US.

The new UK US deal which removes tariffs on UK goods ensures Scottish businesses can sell their products on a global scale.

⬇️
https://t.co/UIo9MLjbdJ https://t.co/GV6P3XsP6B"
1374324597286432771,2021-03-23 11:38:12,10,4,"50,000 UK homes are getting an upgrade 🏡

The UK Government is saving households money, reducing carbon emissions and supporting 8,000 jobs.

Find out how ⤵
https://t.co/y9RbacncvW #TogetherForOurPlanet #PlanForJobs https://t.co/LSQLFLyY93"
1374314984126185475,2021-03-23 11:00:00,10,5,"The Turing Scheme is now open for applications from education providers.

The new scheme will also target students from disadvantaged backgrounds and help make life-changing opportunities accessible to everyone across Scotland and the rest of the UK. 

⬇️
https://t.co/vFO9REtiMO https://t.co/jcMlsohNEd"
1374290503555026944,2021-03-23 09:22:43,11,7,💪 We are stronger and safer when we work together. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland plays a vital role in the combined defence and security of the UK 🇬🇧.  #IntegratedReview https://t.co/xQjiE6JuRe https://t.co/3zYd5XQGEO
1374039417602502658,2021-03-22 16:45:00,0,0,"@DWP has launched JETS in Scotland to help people find their next job.   

JETS is part of #PlanForJobs to ensure more people can get tailored support to help them find work.

To find out more about the scheme visit: https://t.co/IYnnGDs2YF https://t.co/wa0Q9aieuF"
1373952603151867915,2021-03-22 11:00:02,5,2,"With the UK Government’s Young Innovators Award, Nina Birchard from Glasgow will be able to turn her Newborn Rescue Towel (@WrapDesigns_) from an idea into reality. This low cost emergency medical device will potentially save lives in the UK and globally.  @UKRI_News https://t.co/ihiUvhttIQ"
1373937499068903427,2021-03-22 10:00:00,7,3,"The UK Government is providing all COVID-19 testing and test processing outside of the NHS, including 8 drive-through sites, 36 walk-through sites, around 42 mobile units, plus the Glasgow Lighthouse Lab which has processed over 5 million tests.

https://t.co/6Euc596oAi"
1373936031007969281,2021-03-22 09:54:10,12,5,"Our planet needs us to work together to tackle climate change 🌍. 

The UK Government will host @COP26 in Glasgow this year. This will be one of the largest events ever to take place in Scotland. 🏴󠁧󠁢󠁳󠁣󠁴#TogetherForOurPlanet ➡️https://t.co/bSg0C9Wjs5 https://t.co/KeB8mfKzqk"
1373934194372513794,2021-03-22 09:46:53,74,32,"The UK Government is providing security and certainty for the year ahead:

Boosting the vaccine programme.
Providing the Scottish Government with billions of pounds for public services and local communities.
Extending the furlough scheme until September

https://t.co/GulZHEBXaB https://t.co/vBIR4uPBKi"
1373590210257186817,2021-03-21 11:00:00,67,25,"🤝 We have more impact when we work together.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland combines its resources and influence with the rest of the UK 🇬🇧 to play a leading role in tackling global issues.🌍 #IntegratedReview
https://t.co/DBAjCIbL6G https://t.co/xXaLiOBlx7"
1373242922448031749,2021-03-20 12:00:00,110,37,💪 We are stronger and safer when we work together. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland plays a vital role in the combined defence and security of the UK 🇬🇧.  #IntegratedReview https://t.co/xQjiE715IM https://t.co/8e3Hbj6cGQ
1372952254295195662,2021-03-19 16:45:00,16,5,"The UK Government is providing all COVID-19 testing and test processing outside of the NHS, including 8 drive-through sites, 35 walk-through sites, around 42 mobile units, plus the Glasgow Lighthouse Lab which has processed over 5 million tests.

https://t.co/6Euc596oAi"
1372933379558105093,2021-03-19 15:30:00,2,0,Visit https://t.co/HM5mX4TMA9 to ask the government a question. It will be asked at a coronavirus press conference if it is selected by an independent polling company. https://t.co/IFILQ15WAS
1372895635792306179,2021-03-19 13:00:01,5,1,"The Turing Scheme is now open for applications from education providers.

The new scheme will also target students from disadvantaged backgrounds and help make life-changing opportunities accessible to everyone across Scotland and the rest of the UK. 

⬇️
https://t.co/vFO9REbHoe https://t.co/VB3tZ4HDKv"
1372880537442992130,2021-03-19 12:00:01,5,0,"🤝 We have more impact when we work together.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland combines its resources and influence with the rest of the UK 🇬🇧 to play a leading role in tackling global issues.🌍 #IntegratedReview
https://t.co/DBAjCItmvg https://t.co/IM8Lw0hws5"
1372880534322356228,2021-03-19 12:00:00,7,1,"The UK has secured an additional 40 million doses of the @valnevaSE vaccine, which is manufactured in Livingston, Scotland. The UK Government is securing and buying vaccines for all parts of the UK. https://t.co/CGbL5eugCQ"
1372865209568755714,2021-03-19 10:59:07,20,8,"The UK Government is connecting Scotland. We're delivering next-generation broadband to hundreds of NHS surgeries, schools and other public sites in the hardest-to-reach parts of Scotland. 🏴󠁧󠁢󠁳󠁣󠁴󠁿  #GigabitBroadband #ProjectGigabit https://t.co/At3QsO1Z3c"
1372850335555936258,2021-03-19 10:00:00,21,5,💪 We are stronger and safer when we work together. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland plays a vital role in the combined defence and security of the UK 🇬🇧.  #IntegratedReview https://t.co/xQjiE6JuRe https://t.co/MRqHof1pap
1372839008024285189,2021-03-19 09:15:00,2,2,"@DWP has launched JETS in Scotland to help people find their next job.   

JETS is part of #PlanForJobs to ensure more people can get tailored support to help them find work.

To find out more about the scheme visit: https://t.co/IYnnGDas77 https://t.co/Xmlm4dfT9I"
1372589867113312258,2021-03-18 16:45:00,16,8,What if we could modernise recycling and create thousands of new jobs in the UK? Dr @garden_jenni is researching new chemical methods that can effectively recycle plastic waste. Her work at @EdinburghUni is funded by the UK Government through a @UKRI_News Fellowship. https://t.co/Vw79TXB2PW
1372570873085976580,2021-03-18 15:29:31,5,1,If you missed the live signing event for the #BorderlandsGrowthDeal this morning you can now watch it on YouTube: https://t.co/rw48sRd1jj https://t.co/mzZRJnAgOq
1372526951772999683,2021-03-18 12:35:00,123,39,Army medics from across the UK have deployed around Scotland to support @NHSScotland in administering the COVID-19 vaccine to members of the public. @BritishArmy https://t.co/bcVkcyjgzo
1372496752901693441,2021-03-18 10:35:00,4,1,Young people across the UK are showing their creativity for a chance to have it displayed in front of world leaders at @COP26 Glasgow this November. Enter your artwork into the Creative Earth competition: https://t.co/c8Im3vLEx8 #TogetherForOurPlanet https://t.co/ZdjlJiJMPX
