id,created_at,favorite_count,retweet_count,text
1394969672324370433,2021-05-19 10:54:21,3,2,".@DavidTCDavies on the legislation on procurement was announced in the #QueensSpeech 

""This will simplify procurement in the public sector and help support British businesses. I hope the Welsh Government will join us, further supporting Welsh companies. ” #WelshQs https://t.co/Lanelru9jX"
1394968447545708545,2021-05-19 10:49:29,1,1,"Ateb #WelshQs cyntaf @DavidTCDavies ar y cymorth ariannol a ddarperir i'r rhai yng Nghymru a effeithiwyd gan #COVID19:

""Darparodd Llyw y DU £7.4bn o gymorth ychwanegol drwy'r system les i bobl mae Covid-19 wedi effeithio, gan gynnwys cynnydd o £20 yr wythnos i Gredyd Cynhwysol."" https://t.co/LUjwjArpa9"
1394968264367906818,2021-05-19 10:48:46,3,2,".@DavidTCDavies answers his first #WelshQs on the financial support provided for those in Wales affected by #COVID19:

“UK Gov has provided £7.4bn of additional support through the welfare system for people affected by Covid-19, incl. a £20 per week increase to Universal Credit.” https://t.co/obGSRIGMs4"
1394966808940236800,2021-05-19 10:42:59,0,0,"""Mae Llyw y DU wedi darparu dros £2.7bn mewn cymorth uniongyrchol i fusnesau yng Nghymru... gan gynnwys £16m a roddwyd i Meritor yng Nghwmbrân, a'r £30m a roddwyd i Celsa.""

Ymateb @Simonhartmp i gwestiwn ar gefnogaeth a roddwyd i'r diwydiant gweithgynhyrchu yng Nghymru. #Welshqs https://t.co/vgyWwTzAPW"
1394966652668809219,2021-05-19 10:42:21,2,1,"“UK Government has provided over £2.7bn in direct support to businesses in Wales... including £16m given to Meritor in Cwmbran, and the £30m given to Celsa.”  

says @Simonhartmp in response to a question on the support provided to the manufacturing industry in Wales. #Welshqs https://t.co/q8ARCHhY4d"
1394965837472272391,2021-05-19 10:39:07,0,0,"Mae Ysgrifennydd Gwladol Cymru @Simonhartmp yn ateb ei #WelshQs cyntaf ar gysylltedd a seilwaith yng Nghymru:  

""Rydym yn cael trafodaethau rheolaidd gyda chydweithwyr yn y Gweinidog am gysylltedd trawsffiniol ac Adolygiad o Gysylltedd yr Undeb."" https://t.co/AmP6yDseTX"
1394965368330928128,2021-05-19 10:37:15,0,0,"Secretary of State @Simonhartmp answers his first #WelshQs on connectivity and infrastructure in Wales: 

“We have regular discussions with Ministerial colleagues about cross-border connectivity and the Union Connectivity Review.” https://t.co/Qzib1UM0k1"
1394960289578225667,2021-05-19 10:17:04,1,3,Welsh Secretary @Simonhartmp and Minister @DavidTCDavies are taking part in #WelshQs in Parliament this morning. https://t.co/0vCTHuaOxt
1394933556384776200,2021-05-19 08:30:51,1,2,"Os ydych wedi dioddef o drais rhywiol neu gamdriniaeth, pryd bynnag y digwyddodd i chi, nid yw’n rhy hwyr i gael cymorth. Nid oes angen i chi wynebu hyn ar eich pen eich hun. 

Ewch i https://t.co/NzFjdZHH0T i weld y gefnogaeth sydd ar gael. 

#ItStillMatters https://t.co/NfiRVnNhgO"
1394933482967666689,2021-05-19 08:30:33,4,6,"If you’ve experienced sexual violence or abuse, whenever it happened to you, it’s not too late to get support. You don’t need to face this alone. 

Visit https://t.co/VXjTAWq0U6 to see the support on offer.

#ItstillMatters https://t.co/2qifwR24kP"
